i_std_dev,i_maximum,i_minimum,i_kurtosis,i_skewness,s_area,s_perimeter,s_y_center_mass,s_elongation,s_form,s_solidity,t_energ,t_contr,t_senth,t_denth,t_inf1h
-0.3626406491583965,0.3774855430552998,1.0163103259129178,-0.6724153818179466,0.3021478645609608,-0.016982303814001082,0.4181411734007819,-1.529243563026692,-0.2972283031885005,-0.8796586865511846,-0.47462067900815036,-0.4885330785277596,-0.8216994529815087,0.5774638578301432,-0.4991068910118503,-0.7432231269467964
0.21964806570047182,0.3774855430552998,-0.07076955520204818,-0.48149389796829384,-0.027950410758707283,0.16099362970562406,1.1270519381928081,-0.557156777551723,-0.13987337528832897,-0.8541394278268256,-2.02997334013263,-0.508992203417238,-0.665230379527677,0.8262371458133506,-0.02313747367190192,-0.2968774578496468
-1.0226152494143759,0.3774855430552998,-0.2778103898239685,0.5469292265377773,1.197379533304636,-0.31145834650569326,-0.3426009861658999,1.8967512622067468,0.051230852257599546,-0.6367283444298725,0.6392995216468956,-0.446818274176049,-0.7105152971976083,-0.07070983223021533,-0.20589534898287695,1.0392125024026775
-0.4221236653301059,0.3774855430552998,0.5504189482922182,-0.4427130358463926,0.5461488276987928,-0.28647750236184266,-0.25820099673721897,-0.018605931797468885,-0.47008711103798384,-0.7578241707579297,0.6545833339238417,-0.512069369594126,-0.631237559328437,0.5882326741318817,0.02180298747014098,0.45213434074318953
-1.06993763189157,-0.577900472513357,-0.4331075156975351,-0.26661105818845304,0.5863691310480061,-0.3092239599626091,-0.30729176571601563,-1.9261497300626702,-0.46961443177123663,-0.6864963159984511,0.46413504564935093,-0.4683536960179983,-0.609097279766738,-0.07098246049101882,0.033986845824205955,1.0865192052471204
-1.5496860555351015,-2.4121753573612583,-0.20019482670143804,-0.46812229702825164,0.4260111463295131,-0.3245123976155136,-0.37777850366600696,-0.7271160555077109,0.26715074130776,-0.5320018766505936,0.44952551920815276,-0.4126612554729661,-0.8173823759140897,-0.42294554518835736,-0.5230751369542732,1.1710268787384135
-1.2735711243001413,-1.1892929512646568,0.18808098779673119,-0.4195025294109263,0.29161034402973246,-0.3081772203208039,-0.31726139099576317,-1.0211577924016215,0.3015145240002878,-0.5995279429625221,0.41468741769452605,-0.4518963095773541,-0.7746277759083525,-0.1020620822226192,-0.3650844491171356,1.024906128529916
-1.337776223701871,-1.3421897952494835,0.2139528421709079,-0.49500713175138156,0.4633274973561179,-0.29870623952331665,-0.2870574272352507,-2.081629137016081,0.009209665443765426,-0.6677040560038244,0.46271155332943914,-0.44706482678190135,-0.7879341394143562,-0.15767824742653688,-0.405630731836401,1.0297555604114592
0.12901453273717559,0.3774855430552998,0.5504189482922182,-0.6395734306310087,0.33356214304332815,-0.34482317258823336,-0.474525841012459,-1.7752580050110656,0.8996428681423052,-0.251703696783153,0.5332118834892725,-0.5333179369619586,-0.008507515766615369,0.6191759817330806,0.8307312880269141,0.9342184534118033
0.22726432897469825,0.3774855430552998,0.7574597829141388,-0.6520005040491291,0.6110649941432196,-0.3506305646394025,-0.4975102313451303,-0.17688095740979323,-0.03881454805775869,-0.3300638752513128,0.4792690166294641,-0.527468002248485,0.12967779298651477,0.6078619089097351,0.9731426160014777,1.0081915333826463
0.1472935645953193,0.3774855430552998,0.679844219791608,-0.6664949849801134,0.5615870579043936,-0.3430920262575556,-0.471140577716896,-1.6311044377527395,1.0028287520732375,-0.2726430808232871,0.5887280839658257,-0.5332577212293754,0.07699613530261264,0.5994104328248259,0.9367907763221358,1.0680891648084205
0.38212834888397196,0.3774855430552998,0.29156840529343836,-0.657196793976984,0.3902266815475363,-0.35069095346489126,-0.5036454155751546,0.14554706125154535,-0.3158518662983439,-0.4092809334991016,0.6395992042405615,-0.5275927009702911,0.1702405608050661,0.6679764404169101,1.0178833417606665,0.9338555707540006
-1.4537973009125893,-1.609686185777426,0.05865571629734133,-0.5245741448681908,0.4633261710476809,0.05393430691829993,0.3185800274066566,-1.5644396851171136,0.6816904582451307,-0.8774032213841148,0.6245401539088653,-0.4205130076901101,-0.8829930690312647,-0.13913952569189747,-0.8064996452234245,0.5044994079085166
